time,city,T,P,W_speed,W_chill,Humidity,Visibility,Ppt
2015-01-01T18:00:00,San Francisco,53,1020,4,58,36,10,0.0
2015-01-01T21:00:00,San Francisco,53,1020,4,52,41,10,0.0
2015-01-02T00:00:00,San Francisco,51,1021,4,50,45,10,0.0
2015-01-02T03:00:00,San Francisco,48,1021,4,47,50,10,0.0
2015-01-02T06:00:00,San Francisco,47,1021,5,44,51,10,0.0
2015-01-02T09:00:00,San Francisco,49,1021,5,46,48,10,0.0
2015-01-02T12:00:00,San Francisco,55,1021,4,54,39,10,0.0
2015-01-02T15:00:00,San Francisco,59,1019,3,59,35,10,0.0
2015-01-02T18:00:00,San Francisco,60,1019,4,60,44,10,0.0
2015-01-02T21:00:00,San Francisco,56,1021,4,56,57,10,0.0
2015-01-03T00:00:00,San Francisco,52,1022,4,51,64,10,0.0
2015-01-03T03:00:00,San Francisco,48,1022,5,46,64,10,0.0
2015-01-03T06:00:00,San Francisco,49,1022,2,50,67,10,0.0
2015-01-03T09:00:00,San Francisco,53,1022,2,53,62,10,0.0
2015-01-03T12:00:00,San Francisco,60,1023,2,60,49,10,0.0
2015-01-03T15:00:00,San Francisco,58,1023,2,60,52,10,0.0
2015-01-03T18:00:00,San Francisco,55,1023,2,58,63,10,0.0
2015-01-03T21:00:00,San Francisco,54,1024,1,54,71,10,0.0
2015-01-04T00:00:00,San Francisco,52,1025,1,52,65,10,0.0
2015-01-04T03:00:00,San Francisco,51,1026,3,51,52,10,0.0
2015-01-04T06:00:00,San Francisco,51,1027,3,50,51,10,0.0
2015-01-04T09:00:00,San Francisco,54,1028,4,54,47,10,0.0
2015-01-04T12:00:00,San Francisco,59,1028,4,58,43,10,0.0
2015-01-04T15:00:00,San Francisco,60,1027,3,62,46,10,0.0
2015-01-04T18:00:00,San Francisco,57,1027,3,63,53,10,0.0
2015-01-04T21:00:00,San Francisco,59,1027,3,59,57,10,0.0
2015-01-05T00:00:00,San Francisco,57,1028,4,57,53,10,0.0
2015-01-05T03:00:00,San Francisco,53,1028,5,52,45,10,0.0
2015-01-05T06:00:00,San Francisco,51,1027,6,49,42,10,0.0
2015-01-05T09:00:00,San Francisco,56,1026,7,54,40,10,0.0
2015-01-05T12:00:00,San Francisco,64,1026,7,64,40,10,0.0
2015-01-05T15:00:00,San Francisco,69,1024,7,69,42,10,0.0
2015-01-05T18:00:00,San Francisco,67,1023,6,67,48,10,0.0
2015-01-05T21:00:00,San Francisco,61,1023,6,61,50,10,0.0
2015-01-06T00:00:00,San Francisco,56,1023,7,55,46,10,0.0
2015-01-06T03:00:00,San Francisco,54,1023,8,52,43,10,0.0
2015-01-06T06:00:00,San Francisco,54,1023,7,52,47,10,0.0
2015-01-06T09:00:00,San Francisco,57,1023,8,55,50,10,0.0
2015-01-06T12:00:00,San Francisco,66,1022,7,66,49,10,0.0
2015-01-06T15:00:00,San Francisco,69,1021,5,72,49,10,0.0
2015-01-06T18:00:00,San Francisco,64,1020,4,71,56,10,0.0
2015-01-06T21:00:00,San Francisco,64,1021,5,64,62,10,0.0
2015-01-07T00:00:00,San Francisco,58,1021,7,57,57,10,0.0
2015-01-07T03:00:00,San Francisco,54,1021,9,52,56,10,0.0
2015-01-07T06:00:00,San Francisco,54,1021,9,51,59,10,0.0
2015-01-07T09:00:00,San Francisco,58,1021,9,56,59,10,0.0
2015-01-07T12:00:00,San Francisco,67,1021,7,67,53,10,0.0
2015-01-07T15:00:00,San Francisco,71,1020,5,71,51,10,0.0
2015-01-07T18:00:00,San Francisco,68,1019,4,68,58,10,0.0
2015-01-07T21:00:00,San Francisco,60,1019,2,60,69,10,0.0
2015-01-08T00:00:00,San Francisco,56,1019,2,56,65,10,0.0
2015-01-08T03:00:00,San Francisco,57,1018,6,56,48,10,0.0
2015-01-08T06:00:00,San Francisco,56,1018,5,55,50,10,0.0
2015-01-08T09:00:00,San Francisco,61,1018,4,61,53,10,0.0
2015-01-08T12:00:00,San Francisco,66,1018,3,66,49,10,0.0
2015-01-08T15:00:00,San Francisco,68,1017,1,68,54,10,0.0
2015-01-08T18:00:00,San Francisco,66,1017,1,66,61,10,0.0
2015-01-08T21:00:00,San Francisco,61,1017,1,61,65,10,0.0
2015-01-09T00:00:00,San Francisco,59,1017,1,59,66,10,0.0
2015-01-09T03:00:00,San Francisco,56,1017,2,56,72,10,0.0
2015-01-09T06:00:00,San Francisco,54,1017,1,54,78,10,0.0
2015-01-09T09:00:00,San Francisco,58,1017,1,58,74,10,0.0
2015-01-09T12:00:00,San Francisco,63,1017,1,65,62,10,0.0
2015-01-09T15:00:00,San Francisco,61,1016,2,65,60,10,0.0
2015-01-09T18:00:00,San Francisco,62,1016,3,62,64,10,0.0
2015-01-09T21:00:00,San Francisco,53,1016,2,54,69,10,0.0
2015-01-10T00:00:00,San Francisco,49,1016,2,49,70,10,0.0
2015-01-10T03:00:00,San Francisco,55,1016,2,55,73,10,0.0
2015-01-10T06:00:00,San Francisco,54,1015,1,54,76,10,0.0
2015-01-10T09:00:00,San Francisco,58,1016,1,58,71,10,0.0
2015-01-10T12:00:00,San Francisco,62,1016,1,65,59,10,0.0
2015-01-10T15:00:00,San Francisco,60,1015,1,67,59,10,0.0
2015-01-10T18:00:00,San Francisco,64,1015,4,64,62,10,0.0
2015-01-10T21:00:00,San Francisco,59,1016,4,58,66,10,0.0
2015-01-11T00:00:00,San Francisco,57,1016,4,57,71,10,0.0
2015-01-11T03:00:00,San Francisco,55,1017,4,55,76,10,0.0
2015-01-11T06:00:00,San Francisco,55,1017,5,54,78,10,0.0
2015-01-11T09:00:00,San Francisco,56,1019,4,56,75,10,0.0
2015-01-11T12:00:00,San Francisco,59,1019,5,60,64,10,0.0
2015-01-11T15:00:00,San Francisco,58,1019,7,61,64,10,0.0
2015-01-11T18:00:00,San Francisco,58,1020,8,58,74,10,0.0
2015-01-11T21:00:00,San Francisco,55,1021,8,52,84,10,0.0
2015-01-12T00:00:00,San Francisco,55,1022,8,52,82,10,0.0
2015-01-12T03:00:00,San Francisco,54,1023,8,51,81,10,0.0
2015-01-12T06:00:00,San Francisco,53,1023,7,51,80,10,0.0
2015-01-12T09:00:00,San Francisco,56,1024,6,55,74,10,0.0
2015-01-12T12:00:00,San Francisco,60,1024,5,61,61,10,0.0
2015-01-12T15:00:00,San Francisco,60,1023,5,64,59,10,0.0
2015-01-12T18:00:00,San Francisco,61,1023,7,60,68,10,0.0
2015-01-12T21:00:00,San Francisco,52,1023,7,51,81,10,0.0
2015-01-13T00:00:00,San Francisco,48,1023,7,48,81,10,0.0
2015-01-13T03:00:00,San Francisco,55,1022,6,54,80,10,0.0
2015-01-13T06:00:00,San Francisco,55,1022,5,54,78,10,0.0
2015-01-13T09:00:00,San Francisco,57,1022,6,56,70,10,0.0
2015-01-13T12:00:00,San Francisco,63,1022,6,63,56,10,0.0
2015-01-13T15:00:00,San Francisco,64,1021,6,66,49,10,0.0
2015-01-13T18:00:00,San Francisco,62,1020,5,67,53,10,0.0
2015-01-13T21:00:00,San Francisco,61,1021,5,61,61,10,0.0
2015-01-14T00:00:00,San Francisco,57,1022,5,56,61,10,0.0
2015-01-14T03:00:00,San Francisco,55,1021,7,53,62,10,0.0
2015-01-14T06:00:00,San Francisco,53,1022,8,50,65,10,0.0
2015-01-14T09:00:00,San Francisco,54,1022,7,53,66,10,0.0
2015-01-14T12:00:00,San Francisco,61,1023,6,60,57,10,0.0
2015-01-14T15:00:00,San Francisco,63,1023,4,65,56,10,0.0
2015-01-14T18:00:00,San Francisco,60,1022,4,64,60,10,0.0
2015-01-14T21:00:00,San Francisco,58,1023,4,58,66,10,0.0
2015-01-15T00:00:00,San Francisco,55,1024,3,55,66,10,0.0
2015-01-15T03:00:00,San Francisco,54,1024,4,54,65,10,0.0
2015-01-15T06:00:00,San Francisco,53,1024,4,53,69,10,0.0
2015-01-15T09:00:00,San Francisco,56,1024,4,56,66,10,0.0
2015-01-15T12:00:00,San Francisco,63,1025,2,63,58,10,0.0
2015-01-15T15:00:00,San Francisco,63,1024,1,65,58,10,0.0
2015-01-15T18:00:00,San Francisco,59,1024,2,63,62,10,0.0
2015-01-15T21:00:00,San Francisco,57,1024,3,58,66,10,0.0
2015-01-16T00:00:00,San Francisco,56,1024,2,56,69,10,0.0
2015-01-16T03:00:00,San Francisco,55,1024,1,55,75,10,0.0
2015-01-16T06:00:00,San Francisco,55,1023,1,55,76,10,0.0
2015-01-16T09:00:00,San Francisco,58,1023,2,58,69,10,0.0
2015-01-16T12:00:00,San Francisco,60,1024,3,63,60,10,0.0
2015-01-16T15:00:00,San Francisco,59,1022,3,65,63,10,0.0
2015-01-16T18:00:00,San Francisco,63,1022,2,63,72,10,0.0
2015-01-16T21:00:00,San Francisco,58,1023,2,59,83,10,0.0
2015-01-17T00:00:00,San Francisco,57,1024,3,57,85,10,0.0
2015-01-17T03:00:00,San Francisco,57,1023,3,57,88,10,0.1
2015-01-17T06:00:00,San Francisco,57,1023,4,57,88,10,0.0
2015-01-17T09:00:00,San Francisco,59,1024,5,59,85,10,0.0
2015-01-17T12:00:00,San Francisco,62,1024,4,65,75,10,0.0
2015-01-17T15:00:00,San Francisco,62,1022,4,67,70,10,0.0
2015-01-17T18:00:00,San Francisco,65,1022,4,65,75,10,0.0
2015-01-17T21:00:00,San Francisco,60,1022,4,60,86,10,0.0
2015-01-18T00:00:00,San Francisco,59,1023,4,59,91,7,0.0
2015-01-18T03:00:00,San Francisco,56,1025,3,55,97,5,0.0
2015-01-18T06:00:00,San Francisco,56,1025,1,56,98,7,0.0
2015-01-18T09:00:00,San Francisco,59,1026,2,60,96,3,0.0
2015-01-18T12:00:00,San Francisco,62,1026,3,62,88,10,0.0
2015-01-18T15:00:00,San Francisco,63,1024,7,63,83,10,0.0
2015-01-18T18:00:00,San Francisco,62,1024,6,62,90,7,0.0
2015-01-18T21:00:00,San Francisco,58,1025,5,58,96,1,0.0
2015-01-19T00:00:00,San Francisco,56,1025,6,55,97,0,0.0
2015-01-19T03:00:00,San Francisco,54,1025,5,53,97,1,0.0
2015-01-19T06:00:00,San Francisco,54,1024,6,53,96,5,0.0
2015-01-19T09:00:00,San Francisco,58,1025,5,58,91,10,0.0
2015-01-19T12:00:00,San Francisco,61,1024,4,61,82,10,0.0
2015-01-19T15:00:00,San Francisco,62,1023,4,62,75,10,0.0
2015-01-19T18:00:00,San Francisco,61,1022,8,61,77,10,0.0
2015-01-19T21:00:00,San Francisco,57,1022,7,56,83,10,0.0
2015-01-20T00:00:00,San Francisco,55,1021,5,54,83,10,0.0
2015-01-20T03:00:00,San Francisco,53,1021,5,52,84,10,0.0
2015-01-20T06:00:00,San Francisco,54,1020,6,52,85,10,0.0
2015-01-20T09:00:00,San Francisco,57,1020,5,56,81,10,0.0
2015-01-20T12:00:00,San Francisco,60,1020,5,60,72,10,0.0
2015-01-20T15:00:00,San Francisco,62,1018,6,62,67,10,0.0
2015-01-20T18:00:00,San Francisco,60,1017,9,59,73,10,0.0
2015-01-20T21:00:00,San Francisco,54,1017,7,53,84,10,0.0
2015-01-21T00:00:00,San Francisco,50,1018,5,50,84,10,0.0
2015-01-21T03:00:00,San Francisco,56,1018,4,56,82,10,0.0
2015-01-21T06:00:00,San Francisco,54,1018,3,55,76,10,0.0
2015-01-21T09:00:00,San Francisco,56,1019,4,55,61,10,0.0
2015-01-21T12:00:00,San Francisco,61,1019,5,61,44,10,0.0
2015-01-21T15:00:00,San Francisco,63,1019,5,63,44,10,0.0
2015-01-21T18:00:00,San Francisco,60,1019,4,60,53,10,0.0
2015-01-21T21:00:00,San Francisco,55,1020,5,54,63,10,0.0
2015-01-22T00:00:00,San Francisco,55,1021,6,53,66,10,0.0
2015-01-22T03:00:00,San Francisco,54,1022,6,53,61,10,0.0
2015-01-22T06:00:00,San Francisco,55,1022,7,53,56,10,0.0
2015-01-22T09:00:00,San Francisco,56,1023,8,55,56,10,0.0
2015-01-22T12:00:00,San Francisco,60,1025,7,59,54,10,0.0
2015-01-22T15:00:00,San Francisco,64,1024,7,64,51,10,0.0
2015-01-22T18:00:00,San Francisco,63,1024,5,63,54,10,0.0
2015-01-22T21:00:00,San Francisco,58,1025,5,57,61,10,0.0
2015-01-23T00:00:00,San Francisco,56,1026,6,55,59,10,0.0
2015-01-23T03:00:00,San Francisco,54,1027,6,52,55,10,0.0
2015-01-23T06:00:00,San Francisco,54,1027,6,52,54,10,0.0
2015-01-23T09:00:00,San Francisco,58,1027,5,57,49,10,0.0
2015-01-23T12:00:00,San Francisco,65,1027,5,65,46,10,0.0
2015-01-23T15:00:00,San Francisco,67,1025,5,67,48,10,0.0
2015-01-23T18:00:00,San Francisco,67,1025,4,67,60,10,0.0
2015-01-23T21:00:00,San Francisco,61,1025,4,61,76,10,0.0
2015-01-24T00:00:00,San Francisco,58,1024,4,58,72,10,0.0
2015-01-24T03:00:00,San Francisco,56,1023,6,54,60,10,0.0
2015-01-24T06:00:00,San Francisco,54,1023,8,52,61,10,0.0
2015-01-24T09:00:00,San Francisco,55,1022,9,53,59,10,0.0
2015-01-24T12:00:00,San Francisco,62,1022,9,60,49,10,0.0
2015-01-24T15:00:00,San Francisco,68,1020,7,70,46,10,0.0
2015-01-24T18:00:00,San Francisco,68,1018,4,73,52,10,0.0
2015-01-24T21:00:00,San Francisco,67,1019,5,67,56,10,0.0
2015-01-25T00:00:00,San Francisco,60,1020,6,59,55,10,0.0
2015-01-25T03:00:00,San Francisco,55,1020,9,52,56,10,0.0
2015-01-25T06:00:00,San Francisco,53,1019,9,50,58,10,0.0
2015-01-25T09:00:00,San Francisco,55,1019,9,53,58,10,0.0
2015-01-25T12:00:00,San Francisco,62,1019,9,61,51,10,0.0
2015-01-25T15:00:00,San Francisco,70,1017,7,70,46,10,0.0
2015-01-25T18:00:00,San Francisco,72,1016,5,72,52,10,0.0
2015-01-25T21:00:00,San Francisco,67,1016,4,67,61,10,0.0
2015-01-26T00:00:00,San Francisco,61,1017,3,61,66,10,0.0
2015-01-26T03:00:00,San Francisco,58,1017,4,58,60,10,0.0
2015-01-26T06:00:00,San Francisco,57,1016,6,56,54,10,0.0
2015-01-26T09:00:00,San Francisco,60,1016,7,59,54,10,0.0
2015-01-26T12:00:00,San Francisco,64,1016,7,66,53,10,0.0
2015-01-26T15:00:00,San Francisco,65,1015,4,70,54,10,0.0
2015-01-26T18:00:00,San Francisco,66,1015,2,66,63,10,0.0
2015-01-26T21:00:00,San Francisco,60,1016,2,61,69,10,0.0
2015-01-27T00:00:00,San Francisco,58,1017,4,59,63,10,0.0
2015-01-27T03:00:00,San Francisco,57,1018,9,55,63,10,0.0
2015-01-27T06:00:00,San Francisco,56,1020,12,53,78,10,0.0
2015-01-27T09:00:00,San Francisco,58,1022,12,56,78,10,0.0
2015-01-27T12:00:00,San Francisco,62,1023,8,62,70,10,0.0
2015-01-27T15:00:00,San Francisco,64,1023,6,64,65,10,0.0
2015-01-27T18:00:00,San Francisco,62,1023,4,62,71,10,0.0
2015-01-27T21:00:00,San Francisco,60,1023,2,60,84,10,0.0
2015-01-28T00:00:00,San Francisco,59,1024,2,59,84,10,0.0
2015-01-28T03:00:00,San Francisco,57,1025,4,56,79,10,0.0
2015-01-28T06:00:00,San Francisco,56,1024,6,55,77,10,0.0
2015-01-28T09:00:00,San Francisco,58,1024,7,58,75,10,0.0
2015-01-28T12:00:00,San Francisco,63,1024,7,63,67,10,0.0
2015-01-28T15:00:00,San Francisco,65,1023,6,65,60,10,0.0
2015-01-28T18:00:00,San Francisco,62,1022,8,61,67,10,0.0
2015-01-28T21:00:00,San Francisco,56,1023,6,55,81,10,0.0
2015-01-29T00:00:00,San Francisco,55,1023,5,55,84,10,0.0
2015-01-29T03:00:00,San Francisco,55,1022,3,55,84,10,0.0
2015-01-29T06:00:00,San Francisco,55,1021,4,54,82,10,0.0
2015-01-29T09:00:00,San Francisco,59,1021,4,59,76,10,0.0
2015-01-29T12:00:00,San Francisco,66,1021,4,66,62,10,0.0
2015-01-29T15:00:00,San Francisco,67,1019,6,67,60,10,0.0
2015-01-29T18:00:00,San Francisco,62,1019,8,62,72,10,0.0
2015-01-29T21:00:00,San Francisco,57,1019,6,56,86,10,0.0
2015-01-30T00:00:00,San Francisco,56,1019,5,55,89,10,0.0
2015-01-30T03:00:00,San Francisco,55,1018,5,54,88,10,0.0
2015-01-30T06:00:00,San Francisco,55,1018,4,54,88,10,0.0
2015-01-30T09:00:00,San Francisco,58,1017,3,58,82,10,0.0
2015-01-30T12:00:00,San Francisco,62,1017,4,65,68,10,0.0
2015-01-30T15:00:00,San Francisco,60,1015,7,66,63,10,0.0
2015-01-30T18:00:00,San Francisco,62,1014,8,62,76,10,0.0
2015-01-30T21:00:00,San Francisco,57,1014,6,56,90,10,0.0
2015-01-31T00:00:00,San Francisco,58,1014,5,57,85,10,0.0
2015-01-31T03:00:00,San Francisco,59,1014,5,59,73,10,0.0
2015-01-31T06:00:00,San Francisco,58,1014,6,57,64,10,0.0
2015-01-31T09:00:00,San Francisco,58,1015,9,56,51,10,0.0
2015-01-31T12:00:00,San Francisco,63,1015,9,63,45,10,0.0
2015-01-31T15:00:00,San Francisco,67,1015,7,67,44,10,0.0
2015-01-31T18:00:00,San Francisco,65,1015,6,65,56,10,0.0
2015-01-31T21:00:00,San Francisco,61,1016,5,61,75,10,0.0
2015-02-01T00:00:00,San Francisco,58,1017,4,58,81,10,0.0
2015-02-01T03:00:00,San Francisco,55,1018,3,55,84,10,0.0
2015-02-01T06:00:00,San Francisco,55,1019,2,55,85,10,0.0
2015-02-01T09:00:00,San Francisco,59,1020,2,59,78,10,0.0
2015-02-01T12:00:00,San Francisco,64,1020,3,64,61,10,0.0
2015-02-01T15:00:00,San Francisco,65,1020,4,65,56,10,0.0
2015-02-01T18:00:00,San Francisco,62,1020,5,62,62,10,0.0
2015-02-01T21:00:00,San Francisco,53,1021,4,53,77,10,0.0
2015-02-02T00:00:00,San Francisco,50,1021,2,50,75,10,0.0
2015-02-02T03:00:00,San Francisco,56,1021,3,56,69,10,0.0
2015-02-02T06:00:00,San Francisco,55,1021,4,55,71,10,0.0
2015-02-02T09:00:00,San Francisco,59,1021,5,58,65,10,0.0
2015-02-02T12:00:00,San Francisco,67,1021,5,67,56,10,0.0
2015-02-02T15:00:00,San Francisco,68,1019,6,68,60,10,0.0
2015-02-02T18:00:00,San Francisco,65,1019,7,65,77,10,0.0
2015-02-02T21:00:00,San Francisco,59,1020,6,59,94,7,0.0
2015-02-03T00:00:00,San Francisco,56,1020,4,56,96,1,0.0
2015-02-03T03:00:00,San Francisco,55,1019,3,56,98,0,0.0
2015-02-03T06:00:00,San Francisco,56,1019,4,56,97,0,0.0
2015-02-03T09:00:00,San Francisco,59,1020,5,58,95,3,0.0
2015-02-03T12:00:00,San Francisco,62,1020,5,64,86,10,0.0
2015-02-03T15:00:00,San Francisco,63,1019,5,67,79,10,0.0
2015-02-03T18:00:00,San Francisco,64,1018,6,64,82,10,0.0
2015-02-03T21:00:00,San Francisco,60,1019,4,60,92,10,0.0
2015-02-04T00:00:00,San Francisco,57,1019,3,58,89,10,0.0
2015-02-04T03:00:00,San Francisco,54,1018,4,53,84,10,0.0
2015-02-04T06:00:00,San Francisco,54,1018,2,55,87,10,0.0
2015-02-04T09:00:00,San Francisco,58,1018,3,59,84,10,0.0
2015-02-04T12:00:00,San Francisco,61,1019,4,61,78,10,0.0
2015-02-04T15:00:00,San Francisco,63,1017,6,63,77,10,0.0
2015-02-04T18:00:00,San Francisco,60,1017,8,60,84,10,0.0
2015-02-04T21:00:00,San Francisco,57,1017,7,55,91,10,0.0
2015-02-05T00:00:00,San Francisco,56,1017,11,53,91,10,0.0
2015-02-05T03:00:00,San Francisco,56,1017,12,53,91,10,0.0
2015-02-05T06:00:00,San Francisco,56,1016,12,53,91,10,0.0
2015-02-05T09:00:00,San Francisco,59,1016,14,57,86,10,0.0
2015-02-05T12:00:00,San Francisco,61,1015,18,61,76,10,0.0
2015-02-05T15:00:00,San Francisco,63,1014,21,63,72,10,0.0
2015-02-05T18:00:00,San Francisco,62,1013,19,61,76,10,0.0
2015-02-05T21:00:00,San Francisco,58,1013,17,55,84,10,0.3
2015-02-06T00:00:00,San Francisco,57,1014,21,53,85,9,1.3
2015-02-06T03:00:00,San Francisco,57,1012,25,52,85,9,1.8
2015-02-06T06:00:00,San Francisco,57,1011,25,52,84,8,1.8
2015-02-06T09:00:00,San Francisco,60,1010,33,56,86,5,2.3
2015-02-06T12:00:00,San Francisco,62,1011,40,62,85,3,4.2
2015-02-06T15:00:00,San Francisco,62,1010,38,62,90,5,10.8
2015-02-06T18:00:00,San Francisco,61,1010,32,61,93,6,7.1
2015-02-06T21:00:00,San Francisco,59,1011,29,57,94,7,3.2
2015-02-07T00:00:00,San Francisco,58,1013,29,53,94,8,2.3
2015-02-07T03:00:00,San Francisco,58,1014,23,54,96,10,1.0
2015-02-07T06:00:00,San Francisco,58,1016,15,56,97,10,0.1
2015-02-07T09:00:00,San Francisco,61,1018,10,61,94,10,0.0
2015-02-07T12:00:00,San Francisco,63,1019,11,64,85,10,0.1
2015-02-07T15:00:00,San Francisco,64,1018,13,64,79,10,0.0
2015-02-07T18:00:00,San Francisco,62,1017,12,62,85,10,0.0
2015-02-07T21:00:00,San Francisco,60,1018,11,60,92,10,0.1
2015-02-08T00:00:00,San Francisco,59,1019,11,58,92,10,0.1
2015-02-08T03:00:00,San Francisco,58,1018,8,56,89,10,0.1
2015-02-08T06:00:00,San Francisco,58,1016,8,58,89,7,0.2
2015-02-08T09:00:00,San Francisco,61,1015,13,61,90,3,4.3
2015-02-08T12:00:00,San Francisco,64,1014,19,64,92,6,9.3
2015-02-08T15:00:00,San Francisco,65,1013,25,65,92,8,3.4
2015-02-08T18:00:00,San Francisco,64,1013,25,64,93,10,1.2
2015-02-08T21:00:00,San Francisco,60,1014,25,60,90,9,1.2
2015-02-09T00:00:00,San Francisco,58,1017,25,56,86,8,2.3
2015-02-09T03:00:00,San Francisco,55,1019,22,50,85,8,2.0
2015-02-09T06:00:00,San Francisco,56,1021,16,51,88,9,0.7
2015-02-09T09:00:00,San Francisco,58,1023,11,56,86,9,1.4
2015-02-09T12:00:00,San Francisco,61,1024,8,61,78,9,1.0
2015-02-09T15:00:00,San Francisco,62,1023,8,62,74,9,0.2
2015-02-09T18:00:00,San Francisco,61,1023,8,61,80,10,0.1
2015-02-09T21:00:00,San Francisco,58,1023,6,58,87,10,0.0
2015-02-10T00:00:00,San Francisco,55,1024,6,54,86,10,0.0
2015-02-10T03:00:00,San Francisco,52,1023,7,50,85,10,0.0
2015-02-10T06:00:00,San Francisco,52,1022,6,49,81,10,0.0
2015-02-10T09:00:00,San Francisco,54,1022,5,53,76,10,0.0
2015-02-10T12:00:00,San Francisco,59,1021,5,59,69,10,0.0
2015-02-10T15:00:00,San Francisco,64,1020,6,64,64,10,0.0
2015-02-10T18:00:00,San Francisco,65,1018,7,65,68,10,0.0
2015-02-10T21:00:00,San Francisco,59,1018,7,58,78,10,0.0
2015-02-11T00:00:00,San Francisco,55,1019,6,54,79,10,0.0
2015-02-11T03:00:00,San Francisco,57,1019,4,56,77,10,0.0
2015-02-11T06:00:00,San Francisco,57,1020,5,56,72,10,0.0
2015-02-11T09:00:00,San Francisco,59,1021,6,58,63,10,0.0
2015-02-11T12:00:00,San Francisco,65,1021,7,65,53,10,0.0
2015-02-11T15:00:00,San Francisco,68,1021,8,68,49,10,0.0
2015-02-11T18:00:00,San Francisco,67,1020,7,67,54,10,0.0
2015-02-11T21:00:00,San Francisco,62,1021,7,62,64,10,0.0
2015-02-12T00:00:00,San Francisco,59,1022,7,58,66,10,0.0
2015-02-12T03:00:00,San Francisco,55,1021,6,54,65,10,0.0
2015-02-12T06:00:00,San Francisco,55,1021,7,53,64,10,0.0
2015-02-12T09:00:00,San Francisco,59,1021,7,58,63,10,0.0
2015-02-12T12:00:00,San Francisco,66,1022,8,66,56,10,0.0
2015-02-12T15:00:00,San Francisco,70,1021,7,70,52,10,0.0
2015-02-12T18:00:00,San Francisco,68,1021,6,68,59,10,0.0
2015-02-12T21:00:00,San Francisco,62,1021,6,62,71,10,0.0
2015-02-13T00:00:00,San Francisco,60,1021,5,60,68,10,0.0
2015-02-13T03:00:00,San Francisco,57,1020,6,56,61,10,0.0
2015-02-13T06:00:00,San Francisco,57,1019,5,56,61,10,0.0
2015-02-13T09:00:00,San Francisco,60,1020,5,60,56,10,0.0
2015-02-13T12:00:00,San Francisco,69,1021,4,69,47,10,0.0
2015-02-13T15:00:00,San Francisco,71,1020,5,71,46,10,0.0
2015-02-13T18:00:00,San Francisco,67,1019,9,67,61,10,0.0
2015-02-13T21:00:00,San Francisco,61,1019,8,61,79,10,0.0
2015-02-14T00:00:00,San Francisco,60,1019,5,60,79,10,0.0
2015-02-14T03:00:00,San Francisco,62,1019,3,62,76,10,0.0
2015-02-14T06:00:00,San Francisco,60,1019,4,60,75,10,0.0
2015-02-14T09:00:00,San Francisco,62,1020,6,61,69,10,0.0
2015-02-14T12:00:00,San Francisco,71,1020,5,71,54,10,0.0
2015-02-14T15:00:00,San Francisco,73,1019,5,75,49,10,0.0
2015-02-14T18:00:00,San Francisco,71,1018,5,75,56,10,0.0
2015-02-14T21:00:00,San Francisco,71,1018,5,71,70,10,0.0
2015-02-15T00:00:00,San Francisco,66,1018,4,66,70,10,0.0
2015-02-15T03:00:00,San Francisco,62,1017,4,62,68,10,0.0
2015-02-15T06:00:00,San Francisco,61,1017,5,61,62,10,0.0
2015-02-15T09:00:00,San Francisco,62,1017,6,62,56,10,0.0
2015-02-15T12:00:00,San Francisco,69,1017,7,69,51,10,0.0
2015-02-15T15:00:00,San Francisco,73,1015,7,73,47,10,0.0
2015-02-15T18:00:00,San Francisco,73,1015,6,73,52,10,0.0
2015-02-15T21:00:00,San Francisco,67,1015,5,67,62,10,0.0
2015-02-16T00:00:00,San Francisco,63,1016,5,63,68,10,0.0
2015-02-16T03:00:00,San Francisco,63,1016,5,63,67,10,0.0
2015-02-16T06:00:00,San Francisco,61,1016,6,61,61,10,0.0
2015-02-16T09:00:00,San Francisco,62,1016,7,62,60,10,0.0
2015-02-16T12:00:00,San Francisco,69,1017,6,69,56,10,0.0
2015-02-16T15:00:00,San Francisco,71,1016,5,73,52,10,0.0
2015-02-16T18:00:00,San Francisco,69,1015,4,74,57,10,0.0
2015-02-16T21:00:00,San Francisco,68,1016,5,68,68,10,0.0
2015-02-17T00:00:00,San Francisco,61,1017,3,62,78,10,0.0
2015-02-17T03:00:00,San Francisco,56,1017,2,57,88,10,0.0
2015-02-17T06:00:00,San Francisco,55,1018,2,55,91,10,0.0
2015-02-17T09:00:00,San Francisco,58,1019,2,58,89,10,0.0
2015-02-17T12:00:00,San Francisco,64,1020,3,64,80,10,0.0
2015-02-17T15:00:00,San Francisco,64,1020,6,64,75,10,0.0
2015-02-17T18:00:00,San Francisco,62,1020,5,62,81,10,0.0
2015-02-17T21:00:00,San Francisco,60,1020,4,60,88,10,0.0
2015-02-18T00:00:00,San Francisco,58,1021,4,58,87,10,0.0
2015-02-18T03:00:00,San Francisco,55,1022,3,55,85,10,0.0
2015-02-18T06:00:00,San Francisco,53,1022,4,52,88,10,0.0
2015-02-18T09:00:00,San Francisco,55,1023,4,54,87,10,0.0
2015-02-18T12:00:00,San Francisco,60,1023,4,63,79,10,0.0
2015-02-18T15:00:00,San Francisco,63,1021,6,67,73,10,0.0
2015-02-18T18:00:00,San Francisco,65,1020,8,65,81,10,0.0
2015-02-18T21:00:00,San Francisco,60,1021,6,59,92,10,0.0
2015-02-19T00:00:00,San Francisco,54,1021,4,53,92,10,0.0
